location,temp_c,humidity,pressure_mb,windspeed_kph,pm2_5,pm10,co,no2,hour,day,month,day_of_week,aqi_index
Anand Vihar,19.0,67,992.8,4.1,83.4,96.4,1609,18.5,14,1,3,5,204
Anand Vihar,19.2,66,992.3,4.3,79.4,91.7,2006,29.9,15,1,3,5,203
Anand Vihar,18.7,74,991.9,2.8,85.7,95.2,2613,47.4,16,1,3,5,202
Anand Vihar,16.6,80,991.7,3.6,133.2,151.3,3040,83.7,17,1,3,5,201
Anand Vihar,14.4,84,992.7,3.3,160.2,177.4,3110,89.8,18,1,3,5,202
Anand Vihar,13.6,87,992.8,3.0,181.6,198.4,2999,98.1,19,1,3,5,202
Anand Vihar,12.7,90,992.8,2.8,197.0,213.7,2851,103.3,20,1,3,5,203
Anand Vihar,11.9,93,992.8,2.7,211.4,228.2,2688,103.6,21,1,3,5,204
Anand Vihar,11.0,95,992.4,3.6,225.4,241.2,2487,100.8,22,1,3,5,206
Anand Vihar,10.6,96,992.1,3.6,228.2,244.0,2320,95.7,23,1,3,5,207
Connaught Place,9.4,95,991.9,4.2,189.1,192.8,1925,60.1,0,1,3,5,197
Connaught Place,9.2,95,991.6,3.6,182.5,186.3,1819,53.9,1,1,3,5,198
Connaught Place,8.7,97,991.2,4.2,176.5,180.2,1728,47.6,2,1,3,5,198
Connaught Place,8.5,98,991.1,4.3,171.4,175.1,1635,40.4,3,1,3,5,199
Connaught Place,8.4,100,991.2,4.9,167.2,170.9,1557,33.1,4,1,3,5,199
Connaught Place,8.2,100,991.3,5.1,168.1,171.8,1588,29.7,5,1,3,5,199
Connaught Place,8.9,99,992.0,4.7,163.0,167.2,1841,34.2,6,1,3,5,200
Connaught Place,8.9,98,992.6,4.4,167.6,171.8,2202,40.1,7,1,3,5,201
Connaught Place,9.5,98,993.6,4.7,171.4,175.6,2425,43.0,8,1,3,5,202
Connaught Place,10.2,98,994.5,2.8,168.6,172.3,2383,40.3,9,1,3,5,203
Connaught Place,11.7,98,994.8,2.8,157.9,163.0,2202,34.5,10,1,3,5,203
Connaught Place,14.2,89,994.4,2.1,136.4,143.9,2015,29.1,11,1,3,5,204
Connaught Place,16.5,77,993.2,2.7,111.5,121.5,1801,23.3,12,1,3,5,204
Connaught Place,18.2,70,992.2,3.0,94.3,106.4,1580,17.9,13,1,3,5,204
Connaught Place,19.1,66,991.4,3.1,83.4,96.4,1552,18.5,14,1,3,5,204
Connaught Place,19.5,66,990.8,3.4,79.4,91.7,1910,29.9,15,1,3,5,203
Connaught Place,19.1,73,990.5,2.4,85.7,95.2,2460,47.4,16,1,3,5,202
Connaught Place,16.9,77,990.3,3.3,133.2,151.3,2819,83.7,17,1,3,5,201
Connaught Place,14.6,84,991.3,2.4,160.2,177.4,2773,89.8,18,1,3,5,202
Connaught Place,13.6,87,991.3,1.9,181.6,198.4,2535,98.1,19,1,3,5,202
Connaught Place,12.6,91,991.4,2.3,197.0,213.7,2360,103.3,20,1,3,5,203
Connaught Place,11.8,93,991.2,2.6,211.4,228.2,2365,103.6,21,1,3,5,204
Connaught Place,11.1,94,990.9,2.7,225.4,241.2,2432,100.8,22,1,3,5,206
Connaught Place,10.6,94,990.5,3.4,228.2,244.0,2472,95.7,23,1,3,5,207
Dwarka,9.1,94,992.4,4.5,190.9,194.6,1976,78.2,0,1,3,5,196
Dwarka,8.9,94,992.1,3.4,182.1,185.8,1854,67.0,1,1,3,5,197
Dwarka,8.3,96,991.8,4.3,175.1,178.8,1753,56.6,2,1,3,5,198
Dwarka,8.1,97,991.8,4.3,169.0,172.3,1680,47.1,3,1,3,5,198
Dwarka,7.9,99,991.8,4.4,163.0,166.2,1628,38.5,4,1,3,5,199
Dwarka,7.7,100,991.9,5.1,166.2,169.5,1646,36.0,5,1,3,5,199
Dwarka,8.1,98,992.6,3.8,160.7,164.4,1808,40.7,6,1,3,5,200
Dwarka,8.1,100,993.2,4.0,167.2,170.9,2039,47.0,7,1,3,5,202
Dwarka,8.7,98,994.3,4.3,172.3,176.0,2170,50.1,8,1,3,5,203
Dwarka,9.9,99,995.0,2.9,169.0,172.3,2115,47.1,9,1,3,5,204
Dwarka,12.1,96,995.3,2.3,157.9,163.0,1959,40.9,10,1,3,5,205
Dwarka,14.6,84,994.9,2.8,136.4,143.4,1787,34.9,11,1,3,5,206
Dwarka,17.0,71,993.8,3.4,110.6,119.7,1576,27.7,12,1,3,5,206
Dwarka,18.6,64,992.9,3.6,92.2,102.9,1348,20.8,13,1,3,5,206
Dwarka,19.4,62,992.0,3.6,83.1,93.8,1254,21.5,14,1,3,5,206
Dwarka,19.7,63,991.5,3.5,81.0,91.0,1379,35.1,15,1,3,5,205
Dwarka,18.9,73,991.2,2.7,88.5,96.6,1638,56.4,16,1,3,5,205
Dwarka,16.5,79,991.0,4.1,145.8,161.6,1926,101.6,17,1,3,5,204
Dwarka,14.6,83,991.9,3.1,177.4,192.8,2230,115.7,18,1,3,5,205
Dwarka,13.6,85,992.0,1.9,205.8,220.3,2563,134.8,19,1,3,5,205
Dwarka,12.6,88,992.1,2.2,226.3,240.3,2864,145.7,20,1,3,5,207
Dwarka,11.8,90,991.9,2.2,239.3,252.4,3146,142.8,21,1,3,5,209
Dwarka,11.0,92,991.5,2.6,241.2,254.3,3395,131.7,22,1,3,5,211
Dwarka,10.4,93,991.1,2.6,225.8,238.4,3515,116.9,23,1,3,5,212
Okhla Phase III,9.8,93,990.5,4.7,190.9,194.6,1865,78.2,0,1,3,5,196
Okhla Phase III,9.8,93,990.1,5.6,182.1,185.8,1716,67.0,1,1,3,5,197
Okhla Phase III,9.8,93,989.7,6.9,175.1,178.8,1596,56.6,2,1,3,5,198
Okhla Phase III,9.6,93,989.7,6.7,169.0,172.3,1497,47.1,3,1,3,5,198
Okhla Phase III,9.4,94,989.7,7.2,163.0,166.2,1429,38.5,4,1,3,5,199
Okhla Phase III,9.2,94,989.8,7.7,166.2,169.5,1472,36.0,5,1,3,5,199
Okhla Phase III,9.4,99,990.6,5.7,160.7,164.4,1741,40.7,6,1,3,5,200
Okhla Phase III,8.9,100,991.1,6.3,167.2,170.9,2123,47.0,7,1,3,5,202
Okhla Phase III,9.9,98,992.1,6.7,172.3,176.0,2359,50.1,8,1,3,5,203
Okhla Phase III,11.6,95,993.0,4.5,169.0,172.3,2318,47.1,9,1,3,5,204
Okhla Phase III,14.0,87,993.4,3.4,157.9,163.0,2132,40.9,10,1,3,5,205
Okhla Phase III,16.3,76,992.9,4.0,136.4,143.4,1937,34.9,11,1,3,5,206
Okhla Phase III,18.0,68,991.7,4.2,110.6,119.7,1710,27.7,12,1,3,5,206
Okhla Phase III,19.4,60,990.8,4.6,92.2,102.9,1475,20.8,13,1,3,5,206
Okhla Phase III,20.1,55,990.0,4.9,83.1,93.8,1442,21.5,14,1,3,5,206
Okhla Phase III,20.1,54,989.5,4.9,81.0,91.0,1800,35.1,15,1,3,5,205
Okhla Phase III,19.1,65,989.0,3.7,88.5,96.6,2361,56.4,16,1,3,5,205
Okhla Phase III,16.8,75,988.9,4.6,145.8,161.6,2763,101.6,17,1,3,5,204
Okhla Phase III,14.6,81,989.9,3.7,177.4,192.8,2852,115.7,18,1,3,5,205
Okhla Phase III,13.6,85,989.9,3.4,205.8,220.3,2783,134.8,19,1,3,5,205
Okhla Phase III,12.6,89,990.0,4.2,226.3,240.3,2663,145.7,20,1,3,5,207
Okhla Phase III,12.1,91,989.8,4.3,239.3,252.4,2499,142.8,21,1,3,5,209
Okhla Phase III,11.4,92,989.5,4.3,241.2,254.3,2284,131.7,22,1,3,5,211
Okhla Phase III,10.9,92,989.1,4.5,225.8,238.4,2106,116.9,23,1,3,5,212
Rohini,8.4,100,991.3,3.9,189.1,192.8,1953,60.1,0,1,3,5,197
Rohini,8.1,100,991.1,2.9,182.5,186.3,1882,53.9,1,1,3,5,198
Rohini,7.7,100,990.6,4.1,176.5,180.2,1808,47.6,2,1,3,5,198
Rohini,7.4,100,990.5,3.9,171.4,175.1,1711,40.4,3,1,3,5,199
Rohini,7.6,99,990.6,5.3,167.2,170.9,1612,33.1,4,1,3,5,199
Rohini,7.4,99,990.8,6.2,168.1,171.8,1603,29.7,5,1,3,5,199
Rohini,7.7,100,991.4,4.1,163.0,167.2,1778,34.2,6,1,3,5,200
Rohini,7.8,100,992.0,4.5,167.6,171.8,2043,40.1,7,1,3,5,201
Rohini,8.6,99,993.2,4.0,171.4,175.6,2214,43.0,8,1,3,5,202
Rohini,9.5,97,993.9,2.7,168.6,172.3,2211,40.3,9,1,3,5,203
Rohini,11.0,98,994.3,2.8,157.9,163.0,2114,34.5,10,1,3,5,203
Rohini,13.9,88,993.9,1.8,136.4,143.9,1980,29.1,11,1,3,5,204
Rohini,16.8,77,992.8,2.4,111.5,121.5,1761,23.3,12,1,3,5,204
Rohini,18.6,69,991.7,2.9,94.3,106.4,1505,17.9,13,1,3,5,204
Rohini,19.5,66,990.9,3.7,83.4,96.4,1410,18.5,14,1,3,5,204
Rohini,19.7,64,990.4,3.7,79.4,91.7,1632,29.9,15,1,3,5,203
Rohini,18.9,73,990.0,2.9,85.7,95.2,2016,47.4,16,1,3,5,202
Rohini,16.4,79,989.8,4.2,133.2,151.3,2297,83.7,17,1,3,5,201
Rohini,14.0,85,990.8,3.2,160.2,177.4,2336,89.8,18,1,3,5,202
Rohini,12.8,90,990.7,2.7,181.6,198.4,2271,98.1,19,1,3,5,202
Rohini,11.6,94,990.8,2.8,197.0,213.7,2253,103.3,20,1,3,5,203
Rohini,10.7,97,990.6,2.8,211.4,228.2,2366,103.6,21,1,3,5,204
Rohini,10.0,98,990.3,2.5,225.4,241.2,2525,100.8,22,1,3,5,206
Rohini,9.4,99,989.9,2.5,228.2,244.0,2631,95.7,23,1,3,5,207
IGI Airport,9.1,94,989.7,4.5,190.9,194.6,1967,78.2,0,1,3,5,196
IGI Airport,8.9,94,989.4,3.4,182.1,185.8,1843,67.0,1,1,3,5,197
IGI Airport,8.3,96,989.0,4.3,175.1,178.8,1738,56.6,2,1,3,5,198
IGI Airport,8.1,97,989.0,4.3,169.0,172.3,1652,47.1,3,1,3,5,198
IGI Airport,7.9,99,989.0,4.4,163.0,166.2,1586,38.5,4,1,3,5,199
IGI Airport,7.7,100,989.2,5.1,166.2,169.5,1613,36.0,5,1,3,5,199
IGI Airport,8.1,98,989.9,3.8,160.7,164.4,1831,40.7,6,1,3,5,200
IGI Airport,8.1,100,990.5,4.0,167.2,170.9,2142,47.0,7,1,3,5,202
IGI Airport,8.7,98,991.5,4.3,172.3,176.0,2331,50.1,8,1,3,5,203
IGI Airport,9.9,99,992.2,2.9,169.0,172.3,2288,47.1,9,1,3,5,204
IGI Airport,12.1,96,992.6,2.3,157.9,163.0,2122,40.9,10,1,3,5,205
IGI Airport,14.6,84,992.2,2.8,136.4,143.4,1942,34.9,11,1,3,5,206
IGI Airport,17.0,71,991.2,3.4,110.6,119.7,1719,27.7,12,1,3,5,206
IGI Airport,18.6,64,990.2,3.6,92.2,102.9,1482,20.8,13,1,3,5,206
IGI Airport,19.4,62,989.3,3.6,83.1,93.8,1427,21.5,14,1,3,5,206
IGI Airport,19.7,63,988.9,3.5,81.0,91.0,1723,35.1,15,1,3,5,205
IGI Airport,18.9,73,988.5,2.7,88.5,96.6,2202,56.4,16,1,3,5,205
IGI Airport,16.5,79,988.3,4.1,145.8,161.6,2556,101.6,17,1,3,5,204
IGI Airport,14.6,83,989.2,3.1,177.4,192.8,2618,115.7,18,1,3,5,205
IGI Airport,13.6,85,989.3,1.9,205.8,220.3,2555,134.8,19,1,3,5,205
IGI Airport,12.6,88,989.4,2.2,226.3,240.3,2558,145.7,20,1,3,5,207
IGI Airport,11.8,90,989.2,2.2,239.3,252.4,2750,142.8,21,1,3,5,209
IGI Airport,11.0,92,988.8,2.6,241.2,254.3,3009,131.7,22,1,3,5,211
IGI Airport,10.4,93,988.4,2.6,225.8,238.4,3157,116.9,23,1,3,5,212
Anand Vihar,10.1,97,991.5,4.7,213.7,229.1,2220,87.2,0,1,4,1,208
Anand Vihar,9.7,98,991.2,4.8,197.4,212.8,2155,76.3,1,1,4,1,209
Anand Vihar,8.4,100,990.6,4.8,184.4,198.8,2098,66.9,2,1,4,1,210
Anand Vihar,8.0,100,990.1,4.4,174.6,188.1,1984,59.5,3,1,4,1,210
Anand Vihar,7.8,100,989.8,3.3,169.5,183.5,1879,53.5,4,1,4,1,210
Anand Vihar,7.6,100,990.0,4.2,172.3,187.2,1955,53.3,5,1,4,1,210
Anand Vihar,8.2,99,991.2,0.5,178.8,195.6,2390,55.7,6,1,4,1,211
Anand Vihar,8.4,99,991.9,1.1,199.8,218.4,3005,58.8,7,1,4,1,211
Anand Vihar,9.6,93,992.8,1.1,211.9,227.7,3436,60.1,8,1,4,1,213
Anand Vihar,10.6,95,993.5,1.7,194.6,206.3,3539,58.5,9,1,4,1,214
Anand Vihar,12.2,98,993.7,1.7,178.3,188.6,3458,55.0,10,1,4,1,215
Anand Vihar,14.4,93,993.3,2.4,133.2,143.0,3262,50.5,11,1,4,1,216
Anand Vihar,17.0,80,992.2,3.4,97.3,104.1,2847,41.5,12,1,4,1,216
Anand Vihar,18.8,73,991.2,3.1,77.3,81.5,2318,31.5,13,1,4,1,216
Anand Vihar,19.9,68,990.3,3.0,68.7,71.5,2059,31.8,14,1,4,1,215
Anand Vihar,20.1,67,989.9,3.3,67.1,69.2,2349,51.2,15,1,4,1,214
Anand Vihar,19.5,73,989.7,3.3,82.7,84.3,2910,80.9,16,1,4,1,214
Anand Vihar,17.1,81,989.6,4.5,167.2,176.5,3289,110.1,17,1,4,1,214
Anand Vihar,14.3,84,990.8,5.2,201.6,210.0,3285,122.8,18,1,4,1,215
Anand Vihar,13.8,87,991.4,6.0,218.9,226.8,3100,139.6,19,1,4,1,217
Anand Vihar,13.0,90,991.9,6.3,218.4,225.4,2883,146.4,20,1,4,1,218
Anand Vihar,12.2,93,992.0,6.2,205.8,212.3,2666,134.6,21,1,4,1,219
Anand Vihar,11.6,95,991.8,6.2,195.1,201.6,2418,112.8,22,1,4,1,219
Anand Vihar,10.9,95,991.4,6.2,187.2,193.2,2199,92.6,23,1,4,1,218
Connaught Place,9.9,96,990.0,4.4,213.7,229.1,2446,87.2,0,1,4,1,208
Connaught Place,9.1,100,989.6,4.5,197.4,212.8,2391,76.3,1,1,4,1,209
Connaught Place,8.8,100,989.2,4.2,184.4,198.8,2328,66.9,2,1,4,1,210
Connaught Place,8.6,99,988.7,3.3,174.6,188.1,2215,59.5,3,1,4,1,210
Connaught Place,8.0,99,988.2,2.3,169.5,183.5,2092,53.5,4,1,4,1,210
Connaught Place,8.1,99,988.4,3.1,172.3,187.2,2105,53.3,5,1,4,1,210
Connaught Place,8.4,99,989.6,0.9,178.8,195.6,2382,55.7,6,1,4,1,211
Connaught Place,8.9,96,990.3,1.3,199.8,218.4,2795,58.8,7,1,4,1,211
Connaught Place,9.9,95,991.2,1.0,211.9,227.7,3094,60.1,8,1,4,1,213
Connaught Place,11.9,95,992.0,1.8,194.6,206.3,3192,58.5,9,1,4,1,214
Connaught Place,13.2,96,992.1,1.6,178.3,188.6,3178,55.0,10,1,4,1,215
Connaught Place,15.6,89,991.7,2.1,133.2,143.0,3069,50.5,11,1,4,1,216
Connaught Place,18.3,78,990.7,3.3,97.3,104.1,2782,41.5,12,1,4,1,216
Connaught Place,19.8,72,989.7,3.4,77.3,81.5,2401,31.5,13,1,4,1,216
Connaught Place,20.6,69,988.8,3.0,68.7,71.5,2198,31.8,14,1,4,1,215
Connaught Place,20.9,70,988.4,3.7,67.1,69.2,2357,51.2,15,1,4,1,214
Connaught Place,20.1,75,988.1,4.4,82.7,84.3,2693,80.9,16,1,4,1,214
Connaught Place,17.5,82,988.0,5.2,167.2,176.5,2927,110.1,17,1,4,1,214
Connaught Place,14.3,85,989.3,5.4,201.6,210.0,2947,122.8,18,1,4,1,215
Connaught Place,13.8,87,989.8,5.8,218.9,226.8,2865,139.6,19,1,4,1,217
Connaught Place,13.1,89,990.4,6.1,218.4,225.4,2733,146.4,20,1,4,1,218
Connaught Place,12.6,92,990.5,6.1,205.8,212.3,2543,134.6,21,1,4,1,219
Connaught Place,11.9,94,990.3,6.2,195.1,201.6,2303,112.8,22,1,4,1,219
Connaught Place,10.6,95,989.7,6.0,187.2,193.2,2090,92.6,23,1,4,1,218
Dwarka,9.7,96,990.6,3.1,196.5,207.7,3431,96.3,0,1,4,1,213
Dwarka,8.8,100,990.2,3.6,173.2,183.0,3217,71.8,1,1,4,1,213
Dwarka,8.4,100,989.7,3.8,156.5,164.4,2997,54.1,2,1,4,1,213
Dwarka,8.2,100,989.2,3.1,145.3,151.8,2779,47.9,3,1,4,1,212
Dwarka,7.9,100,988.8,2.6,140.6,146.7,2556,48.4,4,1,4,1,211
Dwarka,8.4,98,989.1,2.6,164.8,173.2,2431,72.7,5,1,4,1,210
Dwarka,8.1,100,990.2,1.3,172.3,182.1,2486,75.6,6,1,4,1,210
Dwarka,8.4,100,991.0,1.3,197.4,208.6,2639,79.1,7,1,4,1,211
Dwarka,9.3,98,991.8,1.1,232.4,242.1,2755,77.7,8,1,4,1,212
Dwarka,11.6,97,992.6,1.9,206.3,214.2,2811,67.4,9,1,4,1,214
Dwarka,14.3,91,992.8,1.5,178.8,186.3,2828,52.3,10,1,4,1,216
Dwarka,17.5,81,992.3,1.5,122.0,128.1,2738,39.0,11,1,4,1,217
Dwarka,20.1,71,991.3,2.1,83.6,87.3,2425,27.3,12,1,4,1,216
Dwarka,21.4,67,990.2,2.2,61.5,63.8,2005,17.5,13,1,4,1,215
Dwarka,22.0,64,989.4,2.3,52.2,53.8,1750,17.4,14,1,4,1,214
Dwarka,22.0,65,988.9,3.1,49.0,50.2,1829,34.4,15,1,4,1,213
Dwarka,21.1,72,988.6,3.4,57.5,58.3,2073,61.1,16,1,4,1,211
Dwarka,18.5,81,988.7,5.8,139.2,145.8,2251,89.7,17,1,4,1,210
Dwarka,14.9,86,989.9,7.4,167.2,173.2,2278,97.7,18,1,4,1,210
Dwarka,14.1,90,990.5,7.6,180.2,185.8,2238,108.1,19,1,4,1,209
Dwarka,13.4,92,990.9,7.5,179.7,184.9,2154,110.8,20,1,4,1,208
Dwarka,12.9,93,991.0,8.0,174.2,179.3,2007,99.1,21,1,4,1,206
Dwarka,12.2,95,990.9,7.3,170.9,176.5,1816,79.7,22,1,4,1,204
Dwarka,11.7,96,990.3,7.7,166.7,172.3,1654,62.7,23,1,4,1,201
Okhla Phase III,10.4,92,988.6,4.9,196.5,207.7,1998,96.3,0,1,4,1,213
Okhla Phase III,10.1,91,988.2,5.1,173.2,183.0,1927,71.8,1,1,4,1,213
Okhla Phase III,9.9,90,987.8,5.6,156.5,164.4,1880,54.1,2,1,4,1,213
Okhla Phase III,8.9,92,987.2,5.5,145.3,151.8,1827,47.9,3,1,4,1,212
Okhla Phase III,8.7,94,986.9,5.0,140.6,146.7,1799,48.4,4,1,4,1,211
Okhla Phase III,8.4,97,987.0,4.3,164.8,173.2,1873,72.7,5,1,4,1,210
Okhla Phase III,8.3,100,988.3,1.8,172.3,182.1,2156,75.6,6,1,4,1,210
Okhla Phase III,8.4,100,989.0,1.2,197.4,208.6,2542,79.1,7,1,4,1,211
Okhla Phase III,9.1,98,989.8,1.3,232.4,242.1,2793,77.7,8,1,4,1,212
Okhla Phase III,10.4,98,990.6,2.6,206.3,214.2,2798,67.4,9,1,4,1,214
Okhla Phase III,12.9,89,990.9,2.1,178.8,186.3,2668,52.3,10,1,4,1,216
Okhla Phase III,15.8,82,990.5,3.1,122.0,128.1,2501,39.0,11,1,4,1,217
Okhla Phase III,18.0,75,989.4,4.0,83.6,87.3,2259,27.3,12,1,4,1,216
Okhla Phase III,19.5,71,988.4,4.0,61.5,63.8,1980,17.5,13,1,4,1,215
Okhla Phase III,20.2,68,987.6,3.7,52.2,53.8,1871,17.4,14,1,4,1,214
Okhla Phase III,20.5,69,987.1,4.1,49.0,50.2,2098,34.4,15,1,4,1,213
Okhla Phase III,19.8,77,986.8,3.5,57.5,58.3,2495,61.1,16,1,4,1,211
Okhla Phase III,17.6,86,986.8,4.8,139.2,145.8,2776,89.7,17,1,4,1,210
Okhla Phase III,14.5,89,988.0,6.8,167.2,173.2,2819,97.7,18,1,4,1,210
Okhla Phase III,13.6,91,988.5,6.6,180.2,185.8,2747,108.1,19,1,4,1,209
Okhla Phase III,12.8,94,989.0,6.5,179.7,184.9,2635,110.8,20,1,4,1,208
Okhla Phase III,12.0,95,989.1,6.7,174.2,179.3,2495,99.1,21,1,4,1,206
Okhla Phase III,10.9,97,988.8,5.7,170.9,176.5,2316,79.7,22,1,4,1,204
Okhla Phase III,10.2,97,988.4,5.6,166.7,172.3,2146,62.7,23,1,4,1,201
Rohini,8.8,100,989.5,2.7,213.7,229.1,2654,87.2,0,1,4,1,208
Rohini,8.1,100,989.1,3.4,197.4,212.8,2623,76.3,1,1,4,1,209
Rohini,7.3,100,988.7,4.6,184.4,198.8,2529,66.9,2,1,4,1,210
Rohini,7.4,100,988.2,3.7,174.6,188.1,2287,59.5,3,1,4,1,210
Rohini,7.3,100,987.8,2.9,169.5,183.5,1981,53.5,4,1,4,1,210
Rohini,7.3,99,988.0,3.3,172.3,187.2,1851,53.3,5,1,4,1,210
Rohini,7.2,99,989.1,1.5,178.8,195.6,2058,55.7,6,1,4,1,211
Rohini,7.8,98,989.8,1.5,199.8,218.4,2440,58.8,7,1,4,1,211
Rohini,8.9,97,990.8,1.0,211.9,227.7,2754,60.1,8,1,4,1,213
Rohini,11.2,95,991.6,0.6,194.6,206.3,2934,58.5,9,1,4,1,214
Rohini,12.5,95,991.6,1.9,178.3,188.6,3046,55.0,10,1,4,1,215
Rohini,14.7,92,991.1,1.8,133.2,143.0,3044,50.5,11,1,4,1,216
Rohini,18.0,78,990.1,2.3,97.3,104.1,2822,41.5,12,1,4,1,216
Rohini,19.9,71,989.2,2.7,77.3,81.5,2486,31.5,13,1,4,1,216
Rohini,20.8,68,988.3,2.6,68.7,71.5,2312,31.8,14,1,4,1,215
Rohini,21.1,69,987.9,3.1,67.1,69.2,2476,51.2,15,1,4,1,214
Rohini,20.3,75,987.6,4.0,82.7,84.3,2803,80.9,16,1,4,1,214
Rohini,18.0,81,987.5,6.8,167.2,176.5,3040,110.1,17,1,4,1,214
Rohini,14.6,87,988.8,6.3,201.6,210.0,3101,122.8,18,1,4,1,215
Rohini,14.1,86,989.3,6.6,218.9,226.8,3074,139.6,19,1,4,1,217
Rohini,13.4,88,989.8,6.8,218.4,225.4,2968,146.4,20,1,4,1,218
Rohini,12.9,90,990.0,7.7,205.8,212.3,2747,134.6,21,1,4,1,219
Rohini,11.7,94,989.7,6.6,195.1,201.6,2447,112.8,22,1,4,1,219
Rohini,11.1,95,989.2,6.4,187.2,193.2,2191,92.6,23,1,4,1,218
IGI Airport,9.7,96,987.9,3.1,196.5,207.7,3097,96.3,0,1,4,1,213
IGI Airport,8.8,100,987.4,3.6,173.2,183.0,2927,71.8,1,1,4,1,213
IGI Airport,8.4,100,987.0,3.8,156.5,164.4,2758,54.1,2,1,4,1,213
IGI Airport,8.2,100,986.5,3.1,145.3,151.8,2599,47.9,3,1,4,1,212
IGI Airport,7.9,100,986.1,2.6,140.6,146.7,2442,48.4,4,1,4,1,211
IGI Airport,8.4,98,986.3,2.6,164.8,173.2,2378,72.7,5,1,4,1,210
IGI Airport,8.1,100,987.5,1.3,172.3,182.1,2482,75.6,6,1,4,1,210
IGI Airport,8.4,100,988.3,1.3,197.4,208.6,2678,79.1,7,1,4,1,211
IGI Airport,9.3,98,989.0,1.1,232.4,242.1,2832,77.7,8,1,4,1,212
IGI Airport,11.6,97,989.8,1.9,206.3,214.2,2923,67.4,9,1,4,1,214
IGI Airport,14.3,91,990.1,1.5,178.8,186.3,2971,52.3,10,1,4,1,216
IGI Airport,17.5,81,989.6,1.5,122.0,128.1,2902,39.0,11,1,4,1,217
IGI Airport,20.1,71,988.6,2.1,83.6,87.3,2590,27.3,12,1,4,1,216
IGI Airport,21.4,67,987.6,2.2,61.5,63.8,2161,17.5,13,1,4,1,215
IGI Airport,22.0,64,986.7,2.3,52.2,53.8,1923,17.4,14,1,4,1,214
IGI Airport,22.0,65,986.3,3.1,49.0,50.2,2076,34.4,15,1,4,1,213
IGI Airport,21.1,72,986.0,3.4,57.5,58.3,2420,61.1,16,1,4,1,211
IGI Airport,18.5,81,986.0,5.8,139.2,145.8,2659,89.7,17,1,4,1,210
IGI Airport,14.9,86,987.3,7.4,167.2,173.2,2676,97.7,18,1,4,1,210
IGI Airport,14.1,90,987.8,7.6,180.2,185.8,2589,108.1,19,1,4,1,209
IGI Airport,13.4,92,988.2,7.5,179.7,184.9,2458,110.8,20,1,4,1,208
IGI Airport,12.9,93,988.3,8.0,174.2,179.3,2280,99.1,21,1,4,1,206
IGI Airport,12.2,95,988.2,7.3,170.9,176.5,2058,79.7,22,1,4,1,204
IGI Airport,11.7,96,987.6,7.7,166.7,172.3,1866,62.7,23,1,4,1,201
Anand Vihar,9.7,96,990.9,5.1,179.7,185.3,2024,77.6,0,1,5,3,216
Anand Vihar,8.8,97,990.5,4.9,176.5,182.5,1877,64.3,1,1,5,3,215
Anand Vihar,8.3,98,990.3,4.1,178.3,184.9,1775,53.5,2,1,5,3,214
Anand Vihar,8.2,98,990.4,2.2,181.1,188.1,1736,45.4,3,1,5,3,213
Anand Vihar,7.9,100,990.4,2.2,182.5,189.5,1742,39.8,4,1,5,3,214
Anand Vihar,7.8,100,990.6,3.4,221.2,229.1,1750,60.1,5,1,5,3,214
Anand Vihar,8.4,99,991.6,4.8,204.4,211.9,1760,58.2,6,1,5,3,216
Anand Vihar,8.4,99,992.2,6.7,204.4,210.0,1772,55.2,7,1,5,3,217
Anand Vihar,9.0,99,993.0,8.9,200.7,205.4,1749,50.9,8,1,5,3,218
Anand Vihar,10.0,98,993.8,9.3,187.7,193.2,1657,44.4,9,1,5,3,217
Anand Vihar,11.6,90,994.1,9.1,178.8,184.9,1528,36.5,10,1,5,3,217
Anand Vihar,13.7,85,993.5,5.9,160.7,168.1,1424,29.7,11,1,5,3,217
Anand Vihar,15.6,80,992.4,4.6,136.9,144.8,1347,23.4,12,1,5,3,218
Anand Vihar,17.0,76,991.3,4.6,120.6,128.5,1294,18.2,13,1,5,3,220
Anand Vihar,18.0,72,990.7,4.6,114.6,122.0,1315,17.8,14,1,5,3,221
Anand Vihar,18.3,71,990.3,5.0,112.2,119.0,1474,26.4,15,1,5,3,223
Anand Vihar,17.9,74,989.9,5.7,115.3,120.6,1707,39.8,16,1,5,3,225
Anand Vihar,16.2,80,989.7,6.5,116.2,120.1,1877,44.5,17,1,5,3,227
Anand Vihar,14.0,87,990.7,7.6,129.9,133.2,1927,46.9,18,1,5,3,224
Anand Vihar,13.2,90,991.0,7.2,135.0,138.3,1915,50.0,19,1,5,3,221
Anand Vihar,12.6,91,991.8,6.9,137.4,140.2,1870,51.1,20,1,5,3,218
Anand Vihar,12.1,92,992.1,6.3,138.3,141.1,1776,48.6,21,1,5,3,215
Anand Vihar,11.4,94,992.2,4.6,141.1,143.9,1651,44.1,22,1,5,3,212
Anand Vihar,10.6,95,992.1,4.0,143.9,146.7,1578,39.5,23,1,5,3,210
Connaught Place,9.9,96,989.3,5.7,179.7,185.3,1930,77.6,0,1,5,3,216
Connaught Place,9.1,97,988.9,5.2,176.5,182.5,1797,64.3,1,1,5,3,215
Connaught Place,8.9,97,988.8,4.0,178.3,184.9,1695,53.5,2,1,5,3,214
Connaught Place,8.9,98,988.9,3.2,181.1,188.1,1622,45.4,3,1,5,3,213
