location,temp_c,humidity,pressure_mb,windspeed_kph,pm2_5,pm10,co,no2,hour,day,month,day_of_week,aqi_index
IGI Airport,38.6,30,972.6,4.0,134.6,877.3,761,34.0,19,6,11,3,881
IGI Airport,37.3,40,973.0,13.2,220.7,1732.3,943,39.9,20,6,11,3,867
IGI Airport,36.1,48,973.5,10.8,325.0,2652.4,940,35.7,21,6,11,3,891
IGI Airport,35.2,53,973.9,9.5,314.8,2414.0,842,26.4,22,6,11,3,955
IGI Airport,34.2,57,974.0,7.5,276.6,1952.1,749,19.1,23,6,11,3,1013
Anand Vihar,33.3,61,977.1,6.5,118.5,476.8,775,20.1,0,6,12,5,383
Anand Vihar,32.9,61,976.7,6.2,118.0,470.3,657,18.9,1,6,12,5,377
Anand Vihar,32.3,63,976.9,5.9,115.9,442.4,563,18.6,2,6,12,5,375
Anand Vihar,31.8,64,977.0,6.9,112.5,404.2,520,20.1,3,6,12,5,375
Anand Vihar,31.1,66,977.4,6.7,109.9,361.4,502,22.5,4,6,12,5,375
Anand Vihar,30.7,68,977.9,6.7,127.1,431.2,513,26.3,5,6,12,5,374
Anand Vihar,32.2,64,977.8,5.6,126.2,423.8,578,26.5,6,6,12,5,370
Anand Vihar,33.5,58,978.2,5.9,127.1,438.7,672,26.4,7,6,12,5,368
Anand Vihar,35.5,50,978.6,5.1,128.1,474.0,722,24.7,8,6,12,5,363
Anand Vihar,37.0,47,978.8,7.1,126.7,506.6,685,19.6,9,6,12,5,354
Anand Vihar,38.8,42,978.7,8.3,124.8,555.1,604,12.8,10,6,12,5,342
Anand Vihar,39.5,42,978.5,10.3,119.0,609.1,533,7.6,11,6,12,5,335
Anand Vihar,40.0,42,977.7,10.3,112.9,605.4,487,5.4,12,6,12,5,338
Anand Vihar,41.0,38,976.8,7.8,105.0,558.8,452,4.8,13,6,12,5,345
Anand Vihar,41.8,36,975.7,6.1,99.0,514.1,440,5.4,14,6,12,5,353
Anand Vihar,42.0,34,974.8,7.1,95.5,478.7,467,7.4,15,6,12,5,359
Anand Vihar,40.5,38,974.9,7.7,92.4,445.2,517,10.5,16,6,12,5,365
Anand Vihar,39.5,40,975.3,6.8,74.7,263.6,557,12.2,17,6,12,5,370
Anand Vihar,39.2,36,975.7,10.1,78.5,248.7,568,14.7,18,6,12,5,354
Anand Vihar,37.8,41,976.2,9.7,86.8,299.9,569,18.1,19,6,12,5,343
Anand Vihar,37.0,45,976.5,8.6,99.4,397.7,577,20.3,20,6,12,5,337
Anand Vihar,36.2,49,977.0,9.6,106.6,449.8,611,20.2,21,6,12,5,334
Anand Vihar,35.2,53,977.2,8.9,112.0,475.9,653,18.8,22,6,12,5,332
Anand Vihar,34.3,54,977.2,7.3,112.5,465.7,662,17.7,23,6,12,5,332
Connaught Place,34.2,57,975.7,6.7,118.5,476.8,721,20.1,0,6,12,5,383
Connaught Place,33.8,58,975.4,6.2,118.0,470.3,649,18.9,1,6,12,5,377
Connaught Place,33.2,59,975.5,6.2,115.9,442.4,591,18.6,2,6,12,5,375
Connaught Place,32.7,60,975.6,7.4,112.5,404.2,553,20.1,3,6,12,5,375
Connaught Place,32.2,62,976.0,6.9,109.9,361.4,529,22.5,4,6,12,5,375
Connaught Place,31.6,63,976.4,7.1,127.1,431.2,533,26.3,5,6,12,5,374
Connaught Place,33.0,60,976.3,5.9,126.2,423.8,597,26.5,6,6,12,5,370
Connaught Place,34.2,53,976.8,5.8,127.1,438.7,690,26.4,7,6,12,5,368
Connaught Place,36.1,46,977.2,5.1,128.1,474.0,736,24.7,8,6,12,5,363
Connaught Place,37.9,40,977.4,6.0,126.7,506.6,687,19.6,9,6,12,5,354
Connaught Place,39.6,36,977.3,7.9,124.8,555.1,591,12.8,10,6,12,5,342
Connaught Place,41.0,32,977.0,8.7,119.0,609.1,511,7.6,11,6,12,5,335
Connaught Place,41.5,31,976.3,8.3,112.9,605.4,468,5.4,12,6,12,5,338
Connaught Place,42.5,28,975.4,7.1,105.0,558.8,441,4.8,13,6,12,5,345
Connaught Place,43.2,26,974.2,5.5,99.0,514.1,432,5.4,14,6,12,5,353
Connaught Place,43.5,24,973.3,4.2,95.5,478.7,446,7.4,15,6,12,5,359
Connaught Place,41.3,31,973.6,5.9,92.4,445.2,478,10.5,16,6,12,5,365
Connaught Place,39.3,37,973.9,8.0,74.7,263.6,509,12.2,17,6,12,5,370
Connaught Place,39.9,33,974.3,11.2,78.5,248.7,534,14.7,18,6,12,5,354
Connaught Place,38.6,38,974.8,11.4,86.8,299.9,559,18.1,19,6,12,5,343
Connaught Place,37.7,41,975.1,10.6,99.4,397.7,581,20.3,20,6,12,5,337
Connaught Place,37.0,44,975.5,10.1,106.6,449.8,608,20.2,21,6,12,5,334
Connaught Place,36.2,47,975.8,8.9,112.0,475.9,633,18.8,22,6,12,5,332
Connaught Place,35.2,49,975.9,7.7,112.5,465.7,635,17.7,23,6,12,5,332
Dwarka,33.4,61,976.2,7.7,244.9,1642.9,735,16.5,0,6,12,5,1058
Dwarka,32.8,63,976.0,6.5,219.8,1393.3,687,15.9,1,6,12,5,1093
Dwarka,32.3,63,975.9,8.6,187.2,1046.8,643,16.6,2,6,12,5,1120
Dwarka,32.0,63,976.1,8.8,163.0,793.5,598,19.1,3,6,12,5,1135
Dwarka,31.5,64,976.5,7.6,156.0,711.5,558,22.8,4,6,12,5,1143
Dwarka,31.1,65,976.9,8.3,177.9,825.2,545,26.9,5,6,12,5,1150
Dwarka,32.1,64,976.9,6.9,171.4,737.6,592,25.7,6,6,12,5,1137
Dwarka,33.4,57,977.4,5.3,176.5,821.4,666,23.9,7,6,12,5,1132
Dwarka,35.3,48,977.7,5.7,183.0,957.4,698,21.0,8,6,12,5,1121
Dwarka,37.3,42,977.9,5.8,189.5,1125.0,643,15.9,9,6,12,5,1110
Dwarka,39.2,37,977.8,7.8,194.6,1315.0,545,9.7,10,6,12,5,1101
Dwarka,40.8,32,977.5,8.0,178.8,1318.8,463,5.2,11,6,12,5,1100
Dwarka,41.7,27,976.8,6.7,156.0,1177.2,419,3.5,12,6,12,5,1101
Dwarka,42.4,24,976.0,5.3,130.4,961.1,391,3.4,13,6,12,5,1105
Dwarka,43.0,22,974.8,4.7,117.6,834.5,368,4.1,14,6,12,5,1104
Dwarka,43.4,20,973.9,4.2,109.4,737.6,337,5.2,15,6,12,5,1102
Dwarka,42.5,21,973.8,4.4,103.4,661.2,311,7.2,16,6,12,5,1099
Dwarka,39.1,35,974.4,14.4,88.7,429.3,323,11.5,17,6,12,5,1097
Dwarka,40.6,27,974.7,9.3,94.8,402.3,408,16.6,18,6,12,5,1066
Dwarka,39.0,33,975.3,9.5,148.5,987.2,531,23.4,19,6,12,5,1042
Dwarka,37.6,40,975.6,11.8,258.0,2138.3,621,27.4,20,6,12,5,1046
Dwarka,36.7,43,976.1,10.8,319.4,2645.0,650,25.9,21,6,12,5,1063
Dwarka,36.0,46,976.3,10.3,315.7,2525.7,646,21.6,22,6,12,5,1063
Dwarka,35.2,49,976.3,10.7,275.7,2048.9,626,18.1,23,6,12,5,1067
Okhla Phase III,32.8,63,974.5,5.6,244.9,1642.9,687,16.5,0,6,12,5,1058
Okhla Phase III,32.5,63,974.1,6.5,219.8,1393.3,615,15.9,1,6,12,5,1093
Okhla Phase III,31.9,64,974.2,5.7,187.2,1046.8,554,16.6,2,6,12,5,1120
Okhla Phase III,31.4,66,974.4,7.1,163.0,793.5,516,19.1,3,6,12,5,1135
Okhla Phase III,30.9,67,974.7,7.3,156.0,711.5,489,22.8,4,6,12,5,1143
Okhla Phase III,30.4,68,975.1,7.2,177.9,825.2,489,26.9,5,6,12,5,1150
Okhla Phase III,31.9,64,975.1,5.9,171.4,737.6,541,25.7,6,6,12,5,1137
Okhla Phase III,33.2,58,975.5,6.1,176.5,821.4,619,23.9,7,6,12,5,1132
Okhla Phase III,35.1,50,976.0,6.5,183.0,957.4,660,21.0,8,6,12,5,1121
Okhla Phase III,37.2,43,976.1,6.3,189.5,1125.0,626,15.9,9,6,12,5,1110
Okhla Phase III,38.8,40,976.2,9.2,194.6,1315.0,556,9.7,10,6,12,5,1101
Okhla Phase III,39.9,39,976.0,10.6,178.8,1318.8,496,5.2,11,6,12,5,1100
Okhla Phase III,40.4,39,975.1,10.1,156.0,1177.2,462,3.5,12,6,12,5,1101
Okhla Phase III,41.0,37,974.4,7.3,130.4,961.1,440,3.4,13,6,12,5,1105
Okhla Phase III,41.7,34,973.2,4.6,117.6,834.5,434,4.1,14,6,12,5,1104
Okhla Phase III,41.9,32,972.3,5.1,109.4,737.6,455,5.2,15,6,12,5,1102
Okhla Phase III,40.2,36,972.5,9.5,103.4,661.2,492,7.2,16,6,12,5,1099
Okhla Phase III,39.2,40,972.7,3.1,88.7,429.3,523,11.5,17,6,12,5,1097
Okhla Phase III,39.4,34,973.0,11.2,94.8,402.3,537,16.6,18,6,12,5,1066
Okhla Phase III,37.7,41,973.6,11.0,148.5,987.2,545,23.4,19,6,12,5,1042
Okhla Phase III,36.7,45,973.9,8.1,258.0,2138.3,555,27.4,20,6,12,5,1046
Okhla Phase III,35.8,48,974.4,9.2,319.4,2645.0,578,25.9,21,6,12,5,1063
Okhla Phase III,34.7,52,974.5,9.9,315.7,2525.7,602,21.6,22,6,12,5,1063
Okhla Phase III,34.0,52,974.6,9.1,275.7,2048.9,605,18.1,23,6,12,5,1067
Rohini,34.3,57,975.2,6.7,118.5,476.8,666,20.1,0,6,12,5,383
Rohini,33.8,58,974.9,6.5,118.0,470.3,626,18.9,1,6,12,5,377
Rohini,33.5,58,974.9,7.3,115.9,442.4,592,18.6,2,6,12,5,375
Rohini,33.0,59,975.1,8.1,112.5,404.2,564,20.1,3,6,12,5,375
Rohini,32.5,60,975.5,7.5,109.9,361.4,541,22.5,4,6,12,5,375
Rohini,32.0,62,975.9,8.0,127.1,431.2,544,26.3,5,6,12,5,374
Rohini,33.2,59,975.9,5.5,126.2,423.8,604,26.5,6,6,12,5,370
Rohini,34.4,53,976.3,5.6,127.1,438.7,690,26.4,7,6,12,5,368
Rohini,36.2,45,976.7,4.2,128.1,474.0,733,24.7,8,6,12,5,363
Rohini,38.2,39,976.8,6.0,126.7,506.6,693,19.6,9,6,12,5,354
Rohini,40.0,34,976.7,7.4,124.8,555.1,610,12.8,10,6,12,5,342
Rohini,41.3,30,976.4,7.8,119.0,609.1,537,7.6,11,6,12,5,335
Rohini,42.0,27,975.7,6.4,112.9,605.4,490,5.4,12,6,12,5,338
Rohini,43.2,23,974.8,3.9,105.0,558.8,452,4.8,13,6,12,5,345
Rohini,43.8,22,973.7,3.1,99.0,514.1,431,5.4,14,6,12,5,353
Rohini,43.5,24,972.9,7.5,95.5,478.7,431,7.4,15,6,12,5,359
Rohini,40.5,36,973.1,10.1,92.4,445.2,448,10.5,16,6,12,5,365
Rohini,40.3,32,973.2,8.7,74.7,263.6,473,12.2,17,6,12,5,370
Rohini,39.4,37,973.8,14.7,78.5,248.7,507,14.7,18,6,12,5,354
Rohini,38.7,37,974.2,11.9,86.8,299.9,549,18.1,19,6,12,5,343
Rohini,37.8,40,974.6,12.3,99.4,397.7,586,20.3,20,6,12,5,337
Rohini,37.3,42,975.0,11.2,106.6,449.8,621,20.2,21,6,12,5,334
Rohini,36.5,45,975.4,10.3,112.0,475.9,651,18.8,22,6,12,5,332
Rohini,35.7,48,975.4,10.7,112.5,465.7,655,17.7,23,6,12,5,332
IGI Airport,33.4,61,973.7,7.7,244.9,1642.9,695,16.5,0,6,12,5,1058
IGI Airport,32.8,63,973.5,6.5,219.8,1393.3,645,15.9,1,6,12,5,1093
IGI Airport,32.3,63,973.4,8.6,187.2,1046.8,604,16.6,2,6,12,5,1120
IGI Airport,32.0,63,973.6,8.8,163.0,793.5,563,19.1,3,6,12,5,1135
IGI Airport,31.5,64,974.0,7.6,156.0,711.5,529,22.8,4,6,12,5,1143
IGI Airport,31.1,65,974.4,8.3,177.9,825.2,527,26.9,5,6,12,5,1150
IGI Airport,32.1,64,974.4,6.9,171.4,737.6,591,25.7,6,6,12,5,1137
IGI Airport,33.4,57,974.9,5.3,176.5,821.4,687,23.9,7,6,12,5,1132
IGI Airport,35.3,48,975.2,5.7,183.0,957.4,732,21.0,8,6,12,5,1121
IGI Airport,37.3,42,975.4,5.8,189.5,1125.0,676,15.9,9,6,12,5,1110
IGI Airport,39.2,37,975.4,7.8,194.6,1315.0,570,9.7,10,6,12,5,1101
IGI Airport,40.8,32,975.1,8.0,178.8,1318.8,485,5.2,11,6,12,5,1100
IGI Airport,41.7,27,974.4,6.7,156.0,1177.2,451,3.5,12,6,12,5,1101
IGI Airport,42.4,24,973.6,5.3,130.4,961.1,439,3.4,13,6,12,5,1105
IGI Airport,43.0,22,972.4,4.7,117.6,834.5,432,4.1,14,6,12,5,1104
IGI Airport,43.4,20,971.5,4.2,109.4,737.6,418,5.2,15,6,12,5,1102
IGI Airport,42.5,21,971.4,4.4,103.4,661.2,410,7.2,16,6,12,5,1099
IGI Airport,39.1,35,971.9,14.4,88.7,429.3,425,11.5,17,6,12,5,1097
IGI Airport,40.6,27,972.3,9.3,94.8,402.3,485,16.6,18,6,12,5,1066
IGI Airport,39.0,33,972.8,9.5,148.5,987.2,568,23.4,19,6,12,5,1042
IGI Airport,37.6,40,973.2,11.8,258.0,2138.3,629,27.4,20,6,12,5,1046
IGI Airport,36.7,43,973.6,10.8,319.4,2645.0,649,25.9,21,6,12,5,1063
IGI Airport,36.0,46,973.8,10.3,315.7,2525.7,646,21.6,22,6,12,5,1063
IGI Airport,35.2,49,973.9,10.7,275.7,2048.9,627,18.1,23,6,12,5,1067
Anand Vihar,26.3,98,975.8,2.0,39.8,62.9,763,39.0,0,7,1,1,117
Anand Vihar,26.1,98,975.4,1.1,39.8,60.8,487,41.0,1,7,1,1,116
Anand Vihar,25.9,96,975.0,5.2,43.7,69.4,308,42.0,2,7,1,1,116
Anand Vihar,25.4,95,975.1,6.6,34.5,52.3,285,40.7,3,7,1,1,116
Anand Vihar,24.8,97,975.3,4.7,31.8,44.0,359,38.4,4,7,1,1,116
Anand Vihar,25.0,96,975.8,5.0,53.8,74.0,444,42.7,5,7,1,1,116
Anand Vihar,26.0,98,975.7,6.7,53.1,73.1,536,40.4,6,7,1,1,117
Anand Vihar,26.4,97,976.6,4.8,53.7,68.7,640,37.0,7,7,1,1,119
Anand Vihar,26.8,97,977.8,4.6,52.4,61.9,687,32.6,8,7,1,1,121
Anand Vihar,26.7,95,978.0,4.9,39.8,45.8,626,26.7,9,7,1,1,122
Anand Vihar,28.1,87,977.5,4.9,36.2,40.3,507,19.8,10,7,1,1,123
Anand Vihar,30.9,71,977.2,7.1,34.8,37.6,411,14.2,11,7,1,1,123
Anand Vihar,32.0,65,976.3,7.4,35.7,65.4,360,10.4,12,7,1,1,123
Anand Vihar,32.8,61,975.2,8.1,34.9,77.5,331,7.9,13,7,1,1,122
Anand Vihar,33.0,59,973.7,7.1,33.2,68.7,336,7.0,14,7,1,1,121
Anand Vihar,33.2,60,973.2,6.0,31.4,48.4,378,6.8,15,7,1,1,120
Anand Vihar,32.9,61,972.8,5.1,30.9,41.4,454,8.2,16,7,1,1,126
Anand Vihar,32.3,64,972.6,4.8,32.7,55.1,565,15.6,17,7,1,1,150
Anand Vihar,30.9,74,973.9,4.4,37.5,52.7,751,33.6,18,7,1,1,159
Anand Vihar,29.8,81,974.4,2.9,49.8,61.0,972,58.3,19,7,1,1,159
Anand Vihar,29.6,84,974.9,1.2,58.2,66.4,1109,75.6,20,7,1,1,149
Anand Vihar,29.2,85,975.6,2.6,59.8,65.7,1097,78.8,21,7,1,1,124
Anand Vihar,28.8,86,976.0,3.5,60.5,65.9,1000,74.6,22,7,1,1,116
Anand Vihar,28.4,89,976.0,3.1,61.0,68.7,893,69.5,23,7,1,1,118
Connaught Place,26.2,98,974.4,2.5,39.8,62.9,770,39.0,0,7,1,1,117
Connaught Place,26.1,99,974.1,1.2,39.8,60.8,532,41.0,1,7,1,1,116
Connaught Place,26.0,98,973.6,3.7,43.7,69.4,372,42.0,2,7,1,1,116
Connaught Place,25.8,95,973.7,5.5,34.5,52.3,334,40.7,3,7,1,1,116
Connaught Place,25.1,96,973.8,4.1,31.8,44.0,374,38.4,4,7,1,1,116
Connaught Place,25.0,96,974.4,4.3,53.8,74.0,435,42.7,5,7,1,1,116
Connaught Place,25.9,98,974.3,9.4,53.1,73.1,522,40.4,6,7,1,1,117
Connaught Place,26.3,97,975.3,5.4,53.7,68.7,631,37.0,7,7,1,1,119
Connaught Place,26.6,97,976.4,4.9,52.4,61.9,690,32.6,8,7,1,1,121
Connaught Place,26.3,98,976.6,6.0,39.8,45.8,657,26.7,9,7,1,1,122
Connaught Place,27.4,91,976.1,5.2,36.2,40.3,574,19.8,10,7,1,1,123
Connaught Place,30.0,76,975.9,7.0,34.8,37.6,498,14.2,11,7,1,1,123
Connaught Place,31.8,68,974.9,6.5,35.7,65.4,434,10.4,12,7,1,1,123
Connaught Place,32.5,64,973.8,7.0,34.9,77.5,377,7.9,13,7,1,1,122
Connaught Place,33.0,61,972.4,6.7,33.2,68.7,369,7.0,14,7,1,1,121
Connaught Place,33.3,59,971.8,5.7,31.4,48.4,427,6.8,15,7,1,1,120
Connaught Place,33.4,58,971.4,4.5,30.9,41.4,535,8.2,16,7,1,1,126
Connaught Place,32.7,62,971.1,5.4,32.7,55.1,682,15.6,17,7,1,1,150
Connaught Place,31.0,73,972.5,3.7,37.5,52.7,919,33.6,18,7,1,1,159
Connaught Place,30.0,81,973.0,3.2,49.8,61.0,1195,58.3,19,7,1,1,159
Connaught Place,29.6,83,973.6,2.1,58.2,66.4,1349,75.6,20,7,1,1,149
Connaught Place,29.2,84,974.2,3.2,59.8,65.7,1280,78.8,21,7,1,1,124
Connaught Place,28.9,84,974.6,4.0,60.5,65.9,1089,74.6,22,7,1,1,116
Connaught Place,28.5,87,974.7,3.2,61.0,68.7,918,69.5,23,7,1,1,118
Dwarka,26.0,97,975.0,4.4,37.4,63.3,642,30.9,0,7,1,1,121
Dwarka,25.8,99,974.7,2.7,32.5,62.4,487,29.3,1,7,1,1,119
Dwarka,26.0,99,974.1,4.6,33.1,62.6,378,28.8,2,7,1,1,118
Dwarka,25.6,99,974.3,2.7,30.6,53.1,336,29.7,3,7,1,1,116
Dwarka,25.5,99,974.4,5.7,26.8,44.6,339,31.6,4,7,1,1,115
Dwarka,25.4,97,975.1,4.1,36.4,69.8,354,26.4,5,7,1,1,113
Dwarka,26.2,96,974.8,12.4,37.6,71.0,372,26.4,6,7,1,1,112
Dwarka,26.5,94,976.0,7.7,42.6,72.6,401,26.3,7,7,1,1,111
Dwarka,26.6,97,977.0,3.9,39.9,61.2,438,25.1,8,7,1,1,111
Dwarka,26.5,96,977.1,5.3,35.2,44.9,495,21.9,9,7,1,1,111
Dwarka,27.2,90,976.7,7.0,35.5,39.7,559,17.5,10,7,1,1,111
Dwarka,29.4,79,976.5,8.0,46.7,164.8,585,13.7,11,7,1,1,112
Dwarka,31.6,68,975.6,6.3,56.0,237.0,534,10.5,12,7,1,1,113
Dwarka,32.3,63,974.4,6.6,63.6,333.4,444,7.8,13,7,1,1,116
Dwarka,32.9,60,973.0,6.3,64.7,356.7,385,6.7,14,7,1,1,117
Dwarka,33.1,59,972.5,4.9,44.6,160.7,363,6.4,15,7,1,1,117
Dwarka,33.3,58,972.0,2.7,51.2,227.2,372,7.6,16,7,1,1,141
Dwarka,33.0,58,971.7,2.5,44.8,175.6,466,15.7,17,7,1,1,163
Dwarka,30.7,75,973.0,3.6,44.6,123.4,733,36.6,18,7,1,1,173
Dwarka,29.8,83,973.6,2.8,56.3,121.5,1085,65.0,19,7,1,1,173
Dwarka,29.4,85,974.1,2.1,65.7,120.1,1306,83.3,20,7,1,1,162
Dwarka,29.0,85,974.7,3.5,62.6,101.3,1278,82.1,21,7,1,1,138
Dwarka,28.7,85,975.2,4.8,57.2,83.1,1119,70.9,22,7,1,1,122
Dwarka,28.4,87,975.2,3.6,53.1,71.0,971,60.5,23,7,1,1,124
Okhla Phase III,26.3,98,973.1,0.9,37.4,63.3,863,30.9,0,7,1,1,121
Okhla Phase III,26.1,98,972.7,0.3,32.5,62.4,524,29.3,1,7,1,1,119
Okhla Phase III,26.0,98,972.2,3.1,33.1,62.6,292,28.8,2,7,1,1,118
Okhla Phase III,25.7,99,972.3,5.7,30.6,53.1,255,29.7,3,7,1,1,116
Okhla Phase III,25.3,98,972.6,4.5,26.8,44.6,325,31.6,4,7,1,1,115
Okhla Phase III,25.0,98,973.1,4.4,36.4,69.8,398,26.4,5,7,1,1,113
Okhla Phase III,26.3,96,973.1,7.8,37.6,71.0,451,26.4,6,7,1,1,112
Okhla Phase III,26.6,95,973.8,7.3,42.6,72.6,508,26.3,7,7,1,1,111
Okhla Phase III,27.7,88,975.0,4.0,39.9,61.2,533,25.1,8,7,1,1,111
Okhla Phase III,28.0,85,975.3,6.0,35.2,44.9,501,21.9,9,7,1,1,111
Okhla Phase III,29.4,76,974.7,6.6,35.5,39.7,437,17.5,10,7,1,1,111
Okhla Phase III,31.2,68,974.4,9.4,46.7,164.8,385,13.7,11,7,1,1,112
Okhla Phase III,32.0,65,973.6,8.5,56.0,237.0,353,10.5,12,7,1,1,113
Okhla Phase III,32.8,61,972.5,8.3,63.6,333.4,332,7.8,13,7,1,1,116
Okhla Phase III,33.0,59,971.0,7.0,64.7,356.7,339,6.7,14,7,1,1,117
Okhla Phase III,33.2,58,970.4,7.6,44.6,160.7,377,6.4,15,7,1,1,117
Okhla Phase III,32.5,63,970.1,7.4,51.2,227.2,443,7.6,16,7,1,1,141
Okhla Phase III,32.0,66,969.9,5.2,44.8,175.6,538,15.7,17,7,1,1,163
Okhla Phase III,30.6,75,971.1,4.0,44.6,123.4,700,36.6,18,7,1,1,173
Okhla Phase III,29.8,81,971.6,3.6,56.3,121.5,891,65.0,19,7,1,1,173
Okhla Phase III,29.4,84,972.2,2.8,65.7,120.1,1004,83.3,20,7,1,1,162
Okhla Phase III,29.0,85,972.8,3.1,62.6,101.3,975,82.1,21,7,1,1,138
Okhla Phase III,28.7,86,973.3,3.5,57.2,83.1,867,70.9,22,7,1,1,122
Okhla Phase III,28.3,88,973.4,2.8,53.1,71.0,764,60.5,23,7,1,1,124
Rohini,26.4,96,974.0,4.9,39.8,62.9,816,39.0,0,7,1,1,117
Rohini,25.9,94,973.6,5.1,39.8,60.8,584,41.0,1,7,1,1,116
Rohini,25.9,95,973.2,4.7,43.7,69.4,417,42.0,2,7,1,1,116
Rohini,25.8,96,973.3,4.2,34.5,52.3,359,40.7,3,7,1,1,116
Rohini,25.4,96,973.4,6.5,31.8,44.0,367,38.4,4,7,1,1,116
Rohini,25.1,97,974.1,4.0,53.8,74.0,396,42.7,5,7,1,1,116
Rohini,26.2,96,973.8,11.9,53.1,73.1,451,40.4,6,7,1,1,117
Rohini,26.7,93,975.0,10.7,53.7,68.7,527,37.0,7,7,1,1,119
Rohini,27.0,92,976.0,7.8,52.4,61.9,570,32.6,8,7,1,1,121
Rohini,26.2,97,976.1,6.5,39.8,45.8,549,26.7,9,7,1,1,122
Rohini,26.8,93,975.8,5.6,36.2,40.3,496,19.8,10,7,1,1,123
Rohini,29.1,80,975.5,7.6,34.8,37.6,447,14.2,11,7,1,1,123
Rohini,31.6,67,974.6,7.3,35.7,65.4,409,10.4,12,7,1,1,123
Rohini,32.6,62,973.4,6.4,34.9,77.5,376,7.9,13,7,1,1,122
Rohini,33.2,59,972.0,7.2,33.2,68.7,368,7.0,14,7,1,1,121
Rohini,33.6,56,971.4,6.0,31.4,48.4,388,6.8,15,7,1,1,120
Rohini,33.8,55,971.0,4.6,30.9,41.4,433,8.2,16,7,1,1,126
Rohini,33.5,58,970.7,4.1,32.7,55.1,511,15.6,17,7,1,1,150
Rohini,31.4,70,971.9,3.5,37.5,52.7,654,33.6,18,7,1,1,159
Rohini,30.2,80,972.5,2.7,49.8,61.0,830,58.3,19,7,1,1,159
Rohini,29.6,84,973.1,2.8,58.2,66.4,950,75.6,20,7,1,1,149
Rohini,29.3,84,973.6,3.5,59.8,65.7,972,78.8,21,7,1,1,124
Rohini,29.0,84,974.1,5.4,60.5,65.9,938,74.6,22,7,1,1,116
Rohini,28.8,85,974.3,4.2,61.0,68.7,883,69.5,23,7,1,1,118
IGI Airport,26.0,97,972.4,4.4,37.4,63.3,677,30.9,0,7,1,1,121
IGI Airport,25.8,99,972.2,2.7,32.5,62.4,524,29.3,1,7,1,1,119
IGI Airport,26.0,99,971.5,4.6,33.1,62.6,417,28.8,2,7,1,1,118
IGI Airport,25.6,99,971.8,2.7,30.6,53.1,371,29.7,3,7,1,1,116
IGI Airport,25.5,99,971.9,5.7,26.8,44.6,372,31.6,4,7,1,1,115
IGI Airport,25.4,97,972.5,4.1,36.4,69.8,396,26.4,5,7,1,1,113
IGI Airport,26.2,96,972.2,12.4,37.6,71.0,450,26.4,6,7,1,1,112
IGI Airport,26.5,94,973.4,7.7,42.6,72.6,527,26.3,7,7,1,1,111
IGI Airport,26.6,97,974.4,3.9,39.9,61.2,582,25.1,8,7,1,1,111
IGI Airport,26.5,96,974.6,5.3,35.2,44.9,599,21.9,9,7,1,1,111
IGI Airport,27.2,90,974.2,7.0,35.5,39.7,594,17.5,10,7,1,1,111
IGI Airport,29.4,79,974.0,8.0,46.7,164.8,570,13.7,11,7,1,1,112
IGI Airport,31.6,68,973.1,6.3,56.0,237.0,507,10.5,12,7,1,1,113
IGI Airport,32.3,63,971.9,6.6,63.6,333.4,426,7.8,13,7,1,1,116
IGI Airport,32.9,60,970.6,6.3,64.7,356.7,392,6.7,14,7,1,1,117
IGI Airport,33.1,59,970.0,4.9,44.6,160.7,420,6.4,15,7,1,1,117
IGI Airport,33.3,58,969.5,2.7,51.2,227.2,495,7.6,16,7,1,1,141
IGI Airport,33.0,58,969.2,2.5,44.8,175.6,634,15.7,17,7,1,1,163
IGI Airport,30.7,75,970.5,3.6,44.6,123.4,912,36.6,18,7,1,1,173
IGI Airport,29.8,83,971.1,2.8,56.3,121.5,1253,65.0,19,7,1,1,173
IGI Airport,29.4,85,971.6,2.1,65.7,120.1,1448,83.3,20,7,1,1,162
IGI Airport,29.0,85,972.2,3.5,62.6,101.3,1367,82.1,21,7,1,1,138
IGI Airport,28.7,85,972.6,4.8,57.2,83.1,1139,70.9,22,7,1,1,122
IGI Airport,28.4,87,972.7,3.6,53.1,71.0,943,60.5,23,7,1,1,124
Anand Vihar,28.0,91,976.2,2.8,60.3,69.6,787,65.2,0,7,2,4,119
Anand Vihar,27.8,92,975.7,3.1,58.3,69.2,670,59.9,1,7,2,4,122
Anand Vihar,27.5,92,975.6,4.2,55.1,66.4,582,55.2,2,7,2,4,124
Anand Vihar,27.2,93,975.3,3.4,53.3,60.3,532,52.3,3,7,2,4,125
Anand Vihar,27.0,94,975.5,3.8,53.0,57.6,511,49.9,4,7,2,4,127
Anand Vihar,27.0,94,975.9,3.6,66.6,73.1,527,62.3,5,7,2,4,129
Anand Vihar,27.5,91,975.9,5.2,64.0,67.5,622,51.9,6,7,2,4,130
Anand Vihar,28.4,88,976.5,3.9,55.1,59.5,754,37.3,7,7,2,4,131
Anand Vihar,29.8,81,976.7,5.2,30.4,45.6,808,24.9,8,7,2,4,132
Anand Vihar,31.0,73,976.8,8.3,24.9,43.5,703,16.9,9,7,2,4,129
Anand Vihar,31.6,73,976.6,9.0,31.5,98.7,520,11.1,10,7,2,4,128
Anand Vihar,32.6,69,976.3,9.6,29.4,67.1,389,7.1,11,7,2,4,127
Anand Vihar,32.2,67,975.9,11.4,27.2,40.9,368,5.2,12,7,2,4,127
